,PM2.5,Land_EQI,Sociod_EQI,Built_EQI,CLU50_1,PM10,SO2,NO2,O3,CO,CN,Disel,CS2,Air_EQI,Water_EQI,EQI,smoking_data,LCI_smoking,UCI_smoking
745,8.89,0.7291,0.5243245,-0.0007432,42,11.19,118.2162285,294.554915,3883.57,214.8365761,0.0046153,0.3443163,7.94e-05,-0.7881036,0.465614,0.22,27.6,23.6,31.9
1646,11.15,0.5769959,0.0132418,-0.328907,26,12.07,337.1649115,403.7978744,7466.74,1198.110896,0.0131959,0.3430952,6.66e-05,0.28248,-0.1419969,0.12,32.4,28.0,37.2
184,7.76,0.8219901,1.214937,0.9909497,40,14.3,4.7863314,195.3863204,1809.89,126.9510095,0.0101359,0.2561875,6.9e-05,0.10545,1.306153,1.34,21.1,17.6,24.7
1524,8.73,-0.1365451,-0.8183776,-0.4272946,9,6.29,229.2932022,127.5302943,3179.31,1096.486447,0.0004712,0.0394708,6.9e-06,-1.439895,0.5310295,-0.91,29.7,24.9,34.2
2117,9.29,-0.3315656,1.812795,0.7732481,25,10.55,424.0204162,1028.176548,3909.09,1450.570469,0.035685,0.8635593,0.00161,1.529559,0.6478202,1.54,19.4,16.8,22.3
506,8.04,0.4019345,-0.4663572,0.632366,33,10.51,2.3236719,232.0130696,3250.25,487.6389225,0.0034349,0.0558882,2.79e-05,-1.19124,-1.422363,-0.52,26.3,22.9,30.1
1544,12.39,0.3151525,0.8952935,1.175766,40,16.12,288.1539957,673.9674852,7767.7,1725.534418,0.0495571,0.5084777,0.00108,1.000372,1.022552,1.4,19.6,16.6,22.9
1609,11.24,0.6826758,-0.5706444,0.2305179,30,8.96,304.2715554,597.1741362,6282.98,864.3716788,0.0140891,0.3559569,0.000106,0.1052625,0.2909485,0.15,32.7,28.0,38.0
852,12.72,-0.2861928,-1.714288,-2.275714,14,13.19,265.4268619,817.3658825,5630.96,702.2286203,0.0068771,0.2135341,9.52e-05,-0.2877242,0.6155202,-1.55,33.6,29.2,38.5
1401,5.88,-0.2474332,-3.172939,-0.5502859,19,6.44,28.1558647,143.3719702,1436.33,154.4842451,0.0133103,0.1372274,0.000266,-0.278502,0.9082127,-1.41,27.3,23.6,31.3
905,11.94,-0.6623763,-1.280672,-0.8706293,4,10.18,879.5044573,618.4227747,8093.27,637.5835942,0.0079976,0.2189236,0.000102,-0.290832,-1.532392,-1.38,35.2,30.9,40.3
71,6.45,1.034606,-1.125021,-0.1895101,30,17.09,8.0104005,13.5588362,95.9,12.4561798,0.0146626,0.0687375,0.000295,-0.4315186,0.7939864,-0.21,23.8,20.2,27.7
2141,9.51,0.2063834,-0.5282999,0.3345442,33,9.06,344.7726268,1024.491103,4205.62,1141.828462,0.0119612,0.4224424,0.000229,0.2141352,0.5969018,0.16,26.3,22.1,31.2
416,12.23,-0.9362959,-1.444358,-0.3263298,7,13.54,161.8712415,611.7618502,4471.05,533.7099852,0.0073159,0.2045693,0.000126,-0.2303917,-1.543792,-1.3,27.6,23.2,32.2
149,10.28,-0.6286336,-0.9821067,0.1941562,7,5.92,29.4327049,221.1827458,1442.73,214.802463,0.0073535,0.1929942,8.6e-05,-0.5081654,0.8466339,-0.5,29.6,25.6,34.2
1019,8.55,0.0500671,0.9149821,0.4003677,23,12.86,182.3792068,660.9428055,10035.81,429.2940845,0.0192163,0.2408048,0.000707,1.078194,0.8216931,1.04,24.6,22.3,27.1
1031,11.82,0.8380685,2.160756,0.569922,43,14.68,232.4985554,2219.650979,5729.37,390.2675774,0.0567701,0.8094861,0.00151,1.464359,1.110184,1.99,22.5,19.8,25.7
76,5.8,-0.3985684,-2.190428,-0.1279665,19,6.42,7.6919872,35.5348846,214.22,14.6574355,0.004227,0.0755724,0.000157,-0.6371492,1.227014,-0.99,28.1,24.9,31.4
1830,11.92,0.1796273,0.1867654,0.0309825,21,13.73,504.8654553,849.174723,7239.99,1583.590803,0.0097213,0.3403909,0.000145,0.0622897,-1.520596,-0.13,28.0,23.4,32.3
174,13.92,1.325964,-0.5168253,0.9282544,36,32.02,14.8346166,365.0364809,2426.93,72.6439493,0.0829901,2.6009093,0.00304,2.263422,1.478177,1.58,19.4,17.9,21.1
1564,12.32,-0.1873167,0.3750819,0.3787526,24,13.74,881.9627523,1178.322776,9926.63,1155.036674,0.0211337,0.2576558,0.000413,0.4453035,1.064479,0.58,26.7,23.0,30.7
2135,11.61,-1.299631,-0.1724985,1.107691,15,24.67,698.4119673,2249.288197,6606.26,1370.649417,0.0977236,2.2820349,0.00546,2.346921,0.7021821,0.93,23.2,21.4,24.8
1877,12.61,0.2680812,0.1337754,0.3325393,21,11.83,1553.468579,1058.482887,8085.54,930.8281475,0.0487128,0.477515,0.00203,1.233841,0.9823919,0.86,28.4,25.3,31.6
557,12.3,0.2970507,-0.8619006,-0.1377249,17,11.29,102.9279591,568.99773,5182.56,337.140996,0.0031166,0.3377497,0.000445,-0.253649,-0.2922813,-0.44,27.6,23.4,31.8
121,11.41,-0.0033117,-0.9084916,-1.990897,32,8.01,17.8649315,160.8122008,1410.22,67.5550742,0.0100992,0.2005009,7.2e-06,-0.6027898,0.8469375,-1.12,29.0,24.5,33.5
2386,12.0,-0.5282704,-0.5916167,1.501029,31,16.35,281.3462395,967.7873368,7861.94,1302.553061,0.027958,0.3429647,0.000546,0.7869734,-1.526002,0.16,34.2,29.4,38.9
361,10.55,-2.447018,-0.7642357,-0.6102378,12,13.18,58.6837468,403.6433136,4365.45,199.0902381,0.0028919,0.1697277,6.4e-05,-0.5659189,0.1102853,-1.37,30.3,25.8,34.9
496,6.93,0.0909793,0.1995514,0.0697581,21,9.72,152.9138704,556.941457,4536.7,1749.265137,0.0029563,0.0755661,0.000436,-0.8836456,-0.3497023,-0.25,21.4,18.0,25.2
153,10.99,0.0491807,-0.1905258,0.7977738,13,10.18,634.5203307,498.3491152,2177.04,534.0035465,0.0428448,0.452996,0.000153,0.7450361,-0.292802,0.44,26.2,23.7,29.2
1713,9.62,-1.042398,0.0376611,-0.3523882,11,14.76,313.545628,1041.472922,5832.2,1348.772601,0.0259016,0.2457685,0.000521,0.3951653,-0.351469,-0.33,29.8,25.9,33.7
1573,12.25,-0.1985717,0.0212765,-0.2591164,26,13.92,276.589287,890.3808072,6935.77,1399.598704,0.0329211,0.2545082,0.000707,0.5400831,1.072086,0.25,29.4,25.5,33.4
1022,13.92,0.8846266,1.786103,1.119898,43,18.82,264.2032684,1681.774204,6404.92,400.2400755,0.1185889,1.3214936,0.00393,1.876066,1.164289,2.21,24.3,22.2,26.5
1683,11.08,1.040081,1.269016,0.0465724,46,14.06,225.219538,459.0112944,8453.53,785.7584683,0.0321443,0.5667109,0.000284,0.7387292,1.100864,1.26,28.2,24.2,32.9
780,9.86,0.5505425,0.0093571,0.4394341,34,11.7,90.0717691,524.9867495,4180.64,245.9880495,0.0088904,0.351896,0.000193,-0.2947963,-1.162219,0.0,29.3,25.1,34.2
1395,5.89,-0.2335663,-0.7269381,0.59448,18,6.14,76.8998285,1160.288185,3549.11,166.594341,0.0228396,0.0822516,0.000667,0.1845222,0.9399203,0.11,26.5,23.5,30.1
881,12.7,-0.0955437,-2.088401,0.2598666,16,16.96,225.9278372,753.0099348,5361.99,691.8630417,0.0183828,0.2593988,0.000274,0.1680495,0.8752538,-0.51,34.9,30.8,39.3
1585,5.61,0.5923219,0.3260277,0.4548978,21,4.48,20.5086536,173.2809795,6346.11,7.0508572,0.0043444,0.1901004,7.29e-05,-1.089644,-0.402741,0.0,22.9,19.5,26.8
503,7.34,0.5663087,-0.3074661,0.1942468,30,11.33,1.7833869,808.1577083,2975.56,555.0659642,0.0037257,0.0667497,7.53e-05,-0.8820368,1.008113,-0.01,27.7,23.7,32.0
1649,12.68,0.5859097,-0.0507776,0.4074659,34,20.63,366.0647608,904.8849649,9875.98,1247.872988,0.044093,0.4483054,0.00131,1.399174,0.2487952,0.83,30.2,26.1,34.3
2044,12.55,0.6607032,-0.1563052,-0.4038936,26,11.51,714.9453924,896.1337884,8216.26,871.2927451,0.0322036,0.3643981,0.000536,0.3411112,-0.3652838,0.03,30.7,26.0,35.5
644,11.16,0.5653853,1.606627,0.6910743,44,12.43,150.0612472,734.4722034,6092.4,510.6625175,0.0288414,0.660917,0.00039,0.9929126,-0.0166908,1.37,29.3,25.3,33.9
764,8.99,0.9312399,0.89616,-0.045418,42,15.13,163.9795617,246.5694239,4617.0,257.7940733,0.007382,0.4894176,0.000147,-0.1950093,0.5119011,0.61,26.7,22.8,30.8
1517,13.77,0.209338,0.5850437,1.116742,39,19.14,283.012492,1035.643182,10326.49,1383.744626,0.0610626,0.8489049,0.00131,1.634328,1.075307,1.46,25.3,22.7,28.0
2165,8.49,-0.2701688,-0.488746,0.2597894,17,7.81,198.8138713,366.8422869,4198.86,1264.959941,0.00689,0.2129188,7.03e-05,-0.1802312,0.0005458,-0.23,26.0,22.0,30.5
927,12.12,-0.0075988,0.2307059,0.1087033,24,12.09,357.2561832,1118.227185,9269.86,810.6728056,0.0169098,0.4419635,0.000312,0.513897,0.2380701,0.35,33.4,28.8,37.8
51,12.6,-0.3755517,0.3190727,0.3430195,24,15.16,10.43919,72.7562428,702.2,27.0477077,0.0472731,0.5227321,0.00092,1.484486,-0.9918228,0.47,30.3,26.2,33.9
907,11.76,0.6411399,-0.2208709,0.6930478,36,12.17,121.1083049,632.5776246,4901.45,577.5266827,0.0131579,0.3038991,0.0253,0.2177755,1.090651,0.63,34.8,31.4,38.3
2535,10.51,1.723246,1.001455,-0.3070255,46,10.13,185.3062976,604.6569529,7654.53,313.6333415,0.0034619,0.3499519,4.3e-05,-0.338103,0.7813706,0.78,25.6,21.9,30.2
866,12.32,-0.1089192,0.1349675,-2.6495,32,17.14,208.1971486,864.3581193,8206.26,320.3941988,0.0097571,0.5266086,0.000153,0.5174207,1.108971,-0.55,32.0,27.5,36.9
98,11.01,-0.2180531,-0.1881767,-0.4628126,26,9.59,476.5536075,477.5382403,1693.99,418.1388251,0.0195383,0.2445795,2.48e-05,0.0547297,0.8594372,-0.12,30.4,26.4,34.3
792,8.54,0.912706,0.7612103,0.1745964,42,11.12,211.1490542,297.1164697,4123.51,134.80007,0.0059741,0.2880381,0.000111,-0.4863019,-1.519549,0.15,24.8,21.1,28.8
1281,4.54,0.6932908,0.0603844,-0.5992365,26,4.46,54.0005836,173.7864594,2451.95,6.89635,0.0030346,0.0831091,6.61e-05,-1.069251,0.9347551,-0.2,25.0,21.4,29.0
564,11.45,0.5870087,0.956257,0.6204951,41,16.46,153.2877681,439.6717573,4937.07,200.0122684,0.0103999,0.6097522,0.000192,0.6283567,1.111096,1.18,26.0,22.4,30.4
1800,7.71,1.151756,1.5834,0.6521747,44,10.44,231.6563925,310.4594403,8109.78,1275.294188,0.6626205,1.2459971,0.00229,1.914281,1.034687,2.03,19.8,17.7,22.1
1607,5.32,0.7548962,-0.1430322,-0.4066169,26,4.4,29.476808,178.7443607,4610.73,7.2287464,0.0036018,0.1566106,5.87e-05,-1.241957,-1.516017,-0.71,24.3,20.7,28.4
1648,12.98,0.0044828,-0.3424629,0.3993396,8,14.98,526.8230493,535.2063733,8087.35,884.2407742,0.0301232,0.2982004,0.000351,0.6910715,0.1878958,0.29,31.4,26.6,36.2
1079,11.39,-1.191129,-0.8867686,0.5131803,3,6.15,73.6080639,154.0313688,5459.33,242.5048756,0.0298237,0.244813,0.00363,0.6416451,-1.54405,-0.55,29.1,24.9,33.6
1857,11.46,0.3070864,0.0498187,0.3469144,21,13.34,453.5217845,1289.263128,7560.98,1301.877735,0.024311,0.3309523,0.000457,0.6920548,-1.516797,0.19,28.9,25.0,33.2
453,12.21,-1.292233,-1.755094,-2.950558,14,14.5,28.7447184,156.9036041,1403.06,24.8235436,0.0056342,0.1611857,0.000107,-0.4066537,-0.3880591,-2.32,29.2,24.9,33.9
770,10.75,0.6234245,0.5054035,-0.0705749,42,13.76,217.6615869,708.8418192,5332.09,218.4098751,0.0086032,0.3699808,0.00017,0.1777093,0.162395,0.43,27.6,23.6,32.1
1940,6.26,0.7841546,1.089439,1.435993,40,5.3,27.224742,164.1601597,3972.6,13.8399965,0.0106181,0.1022265,0.000346,-0.473898,-0.2682887,0.94,22.4,19.4,25.7
2131,6.31,0.1268008,-1.046096,0.469986,16,5.99,5.5579025,117.9570468,1123.54,107.0335606,0.0187731,0.2727321,0.000414,0.1657075,0.6976426,-0.01,25.7,21.8,29.7
260,5.04,0.458517,0.3335554,0.8093122,41,6.27,9.1944609,110.9471294,1726.46,62.5597232,0.0002305,0.0941548,0.000206,-2.334062,0.9810362,-0.08,23.8,20.2,27.8
2161,6.86,0.3725034,-1.532142,-1.276284,38,4.95,10.198037,134.6063653,815.53,238.056865,0.0008408,0.0970287,1.19e-05,-1.694855,0.2432745,-1.49,24.5,20.4,29.0
2149,8.41,-0.5641296,-0.396796,0.0219718,8,7.14,160.1450768,293.9506713,3346.55,1199.505018,0.0034784,0.2394255,4.76e-05,-0.1571856,0.0184636,-0.35,25.4,21.4,29.3
2222,9.0,0.0539236,0.5752109,1.161251,39,16.4,610.5828649,2187.764408,7840.5,1234.118597,0.0496877,1.3330726,0.00266,1.240481,0.6375431,1.21,20.1,17.9,22.4
202,9.88,0.9706241,1.273219,0.3870855,42,18.76,15.2339096,340.5512759,2318.6,101.3601972,0.0169747,0.8318627,0.000215,0.5753217,1.270679,1.34,22.5,19.2,26.1
352,11.3,-1.43275,1.142191,-0.6296476,1,13.93,88.1108198,480.1218184,5029.6,809.5684796,0.0119076,0.2419714,0.0003,0.2258741,1.210267,0.12,25.5,21.6,29.7
1587,5.81,0.5804237,0.2438682,0.2221452,21,4.65,19.9624041,276.8675058,3471.45,7.1917672,0.0006422,0.1494556,1.09e-05,-1.857029,-1.510502,-0.6,24.1,20.2,28.3
203,7.98,0.7846558,1.496922,1.158412,40,14.79,6.4226251,405.7648567,2197.17,126.3059159,0.0259042,0.6077405,0.000126,0.6011239,1.293177,1.67,21.4,18.5,24.4
338,11.54,-1.683704,-0.6978968,0.4453244,15,10.68,56.396944,373.0674325,4516.73,340.7982164,0.0103718,0.1681568,0.000163,-0.2932085,0.1149855,-0.66,28.2,24.3,32.7
517,8.06,1.166105,-0.4837465,1.013428,36,14.05,5.276484,192.6956115,3121.33,376.689887,0.0006844,0.0168773,2e-06,-1.772488,-1.408164,-0.37,24.9,21.2,28.8
1329,9.19,0.7798834,0.9478479,0.6061946,44,10.0,87.5158297,180.5114897,4536.31,317.2675803,0.0414008,3.1293084,0.0204,0.9484751,1.072106,1.33,22.6,20.6,24.6
715,11.11,0.7004714,1.184246,-2.320795,49,8.04,148.6552695,431.3872808,3943.9,245.8054089,0.0060349,0.4034917,0.262,0.0758129,-0.0109712,-0.17,28.3,24.0,32.5
1420,9.67,0.4914973,0.5057948,0.1101532,42,5.63,189.3352155,150.4509514,4390.82,398.1616356,0.043945,0.255133,0.0011,0.8750767,-1.506684,0.39,28.6,24.5,33.1
1891,11.05,-1.028898,0.9252743,-0.1672281,1,11.96,464.4077718,1489.616528,6337.72,5746.411126,0.0262587,0.3132713,0.000705,0.9511551,0.9861854,0.52,25.3,22.3,29.0
396,16.91,-0.609188,0.5618186,1.673699,31,25.84,97.341058,899.1692035,6151.08,163.1343547,0.1100217,1.8541974,0.00389,1.725955,-0.2805099,1.2,20.7,18.3,23.3
811,10.0,0.5334256,-0.1339984,1.057464,36,11.28,131.3187947,397.5794372,4152.72,260.3312937,0.0234784,0.510988,0.000521,0.5264356,-1.089424,0.46,28.2,24.2,32.2
1364,8.59,0.25187,2.043249,0.7902054,43,14.31,235.0862501,1717.380561,18344.48,359.1106405,0.045081,0.4266095,0.00103,1.19827,1.022088,1.75,24.3,22.3,26.3
2152,8.02,-0.4575344,-1.471012,0.412144,16,10.62,95.1466351,82.2613238,4509.94,1259.271467,0.024859,0.2266,0.000198,0.0963083,0.7665167,-0.36,23.8,20.0,28.4
513,7.1,0.8515986,0.7920387,-0.0954119,42,10.49,32.2648522,260.8629135,2827.84,770.3613353,0.0082495,0.1104749,0.00355,-0.0026601,0.5865296,0.62,18.5,15.8,21.3
198,10.02,1.015221,2.440319,0.7992814,43,19.73,13.3540564,543.8229807,2991.63,129.7292561,0.0378902,0.9383645,0.000149,1.090266,1.327321,2.14,16.6,14.4,18.9
2355,12.01,0.8027973,0.33429,-0.3714633,22,12.53,485.7162338,733.1054279,8577.6,1650.731174,0.0065132,0.2562846,0.000111,-0.1796146,0.0948845,0.17,27.0,22.6,31.4
2302,10.5,0.8580355,1.015682,-0.0010923,42,16.75,738.1550607,995.7350011,8320.05,1525.504931,0.0133784,0.3804436,0.00023,0.0931627,-0.4733617,0.57,27.7,23.7,32.0
2287,12.25,0.4213695,1.345848,-0.9161609,50,13.88,471.056144,981.2350273,6964.64,2047.49282,0.0153511,0.3000347,0.000345,0.2467716,-1.471985,0.11,27.9,24.1,32.1
1821,10.68,0.4483364,0.0813444,0.5521943,13,10.85,479.1124853,904.3372131,7807.75,1243.615847,0.0166225,0.2340067,0.000423,0.4319864,-1.52647,0.22,28.9,25.3,32.8
754,9.78,0.7239905,0.4748408,0.2012533,42,12.73,153.9784138,602.2800074,4737.56,237.4352035,0.0103043,0.3127271,0.000171,-0.1269308,0.4897672,0.5,26.8,23.0,31.0
391,12.94,-0.6966103,-0.3774664,0.8308935,18,11.83,198.1540622,897.3780591,6399.54,634.3887532,0.0127134,0.2885599,0.000172,-0.11602,-0.2571191,-0.13,28.9,24.4,33.4
2503,8.7,-0.0144204,-0.5061581,-0.0455161,26,8.39,375.5395717,537.5725661,7931.63,366.5988153,0.0054086,0.2849793,0.000101,-0.0863954,-0.0822141,-0.26,27.6,23.4,32.0
42,11.81,-0.5296161,-1.729584,-1.498828,20,13.83,11.9405204,132.8664929,580.24,5.9683488,0.0055065,0.1688005,0.000689,-0.1692804,-1.459948,-1.69,26.1,22.2,30.7
418,12.75,-1.496896,-1.103328,-1.642382,6,13.12,96.7883897,420.5496872,4448.64,365.5707858,0.0064279,0.1725167,9.17e-05,-0.5500293,-1.541285,-1.92,27.0,23.0,31.2
397,12.95,-0.6613221,-0.1430073,-0.2667054,8,12.31,128.3575686,775.602392,6357.68,500.7632566,0.0177291,0.3320848,0.000199,0.0622274,-0.2599787,-0.36,28.3,24.4,32.8
1050,11.38,0.4325125,0.1941288,0.9492571,13,19.96,201.6324473,1273.248765,10709.83,227.120272,0.0864336,0.8322398,0.00246,1.612429,0.090384,1.12,26.6,24.8,28.7
1558,11.28,-0.6231894,-0.3891065,-0.4551051,11,13.83,248.4763713,391.0071112,7884.72,1183.453186,0.0178452,0.2190196,0.000406,0.2656606,1.112751,-0.19,29.5,25.4,33.4
948,10.93,-0.7823516,0.3492097,0.3680551,2,11.79,108.8258551,522.9148255,2442.69,224.1250813,0.0451077,0.5543461,0.00131,0.9749706,-1.545813,0.1,27.5,24.2,31.0
2526,9.1,0.5438492,0.7876034,0.8035368,41,9.23,1201.434031,618.4787936,8218.67,533.2207385,0.0088262,0.3217951,8.47e-05,0.1273127,0.7749588,0.94,25.8,22.0,30.2
117,10.95,-0.219836,-0.8802414,-0.3601035,9,8.14,66.6659402,328.1109026,660.02,152.2426188,0.0112161,0.1767924,1e-07,-0.8355945,0.8221456,-0.67,30.0,26.1,34.7
2477,12.84,-0.9067401,-1.67069,-0.2483824,7,13.15,372.743345,803.3755255,6541.38,912.6850581,0.0179196,0.280529,0.000229,0.0747031,1.069594,-0.76,34.1,29.6,38.5
1348,5.65,0.590304,-0.0561647,1.205542,45,5.22,30.7154554,155.5933438,2373.36,44.6429874,0.0194448,0.302734,0.000397,-0.1059689,1.058894,0.74,26.8,23.5,30.5
147,10.91,-0.0705265,-0.0871708,1.16643,13,8.89,203.9066809,437.3524198,1166.28,330.380671,0.0461666,0.4340919,2.18e-05,0.7106122,0.0709834,0.63,28.7,25.3,32.1
1907,11.24,-0.5441937,-1.237847,0.521493,16,10.26,313.8882919,596.3181332,6402.14,1085.687782,0.0119551,0.2098396,0.000196,0.2837273,0.9082258,-0.17,31.2,27.2,35.3
1376,10.52,1.04993,3.537189,1.293007,43,17.13,453.107985,1221.322923,4957.63,903.6201024,0.0483859,0.7372509,0.00102,1.289834,0.0989144,2.59,18.4,15.7,21.7
1911,11.58,-1.124545,-0.8108038,0.3997173,3,12.06,564.9289813,1551.173974,7282.52,2109.591312,0.0385162,0.2947982,0.000373,0.9009514,0.9407131,0.01,25.3,22.1,28.8
1481,12.15,0.3364494,-0.4092481,-0.2323467,26,12.52,306.3097569,847.0293331,7263.3,1310.600183,0.013226,0.2064895,0.00019,-0.0604573,1.035833,0.03,28.7,24.3,33.4
2130,8.25,-0.1009729,0.4444714,0.1707542,24,13.9,127.709988,969.465803,5814.4,1286.951732,0.0214117,0.4530887,0.000469,0.5984365,0.5797606,0.52,23.8,20.3,27.5
1988,12.76,0.0028796,-0.8938372,-1.62885,20,15.15,406.4694955,1334.198184,6660.59,969.9952805,0.0158244,0.2757849,0.54,0.3578672,-1.525899,-1.1,31.6,26.8,36.8
663,14.19,0.9565395,0.7416415,0.2096256,42,11.61,86.6736342,458.2063284,5174.62,236.7524618,0.038532,0.5836089,0.000908,1.00272,0.9370002,1.15,29.2,25.7,33.3
1820,11.5,0.3941296,0.1919297,0.5087181,13,12.45,572.9109186,591.6984189,7208.79,1054.97501,0.0449841,0.5070869,0.000832,1.066757,-1.530179,0.45,27.0,23.3,31.0
2331,10.54,0.0914384,0.6873516,-1.057479,5,13.57,637.9285706,1032.335718,5739.52,1494.752257,0.0106981,0.3048706,0.000164,-0.0790948,-0.1868221,-0.16,28.3,24.5,32.8
2462,13.17,0.5373676,0.3523375,0.670994,41,25.15,787.6452685,1244.333661,10610.0,1277.986214,0.0509581,0.5096127,0.000936,1.541976,1.049882,1.26,31.2,27.2,35.5
1355,6.91,0.5452932,0.1852059,-0.0597063,21,6.27,20.6944285,98.9366786,1965.34,61.8054283,0.0011695,0.1888892,1.63e-05,-1.230241,-0.1685105,-0.26,24.5,20.8,28.6
2512,8.41,0.3434697,0.4477198,0.1577999,21,6.77,212.3060843,287.0309812,6153.34,278.7240628,0.0040071,0.2178035,8.8e-05,-0.4361318,0.8261251,0.33,27.3,23.2,31.5
670,12.28,0.7233649,1.649009,-0.575946,46,16.83,107.5973453,754.2025729,5288.51,221.4312262,0.0319544,0.6239697,0.00144,1.062063,0.9437896,1.17,28.0,24.3,31.9
2291,11.28,-0.3856539,-0.6434012,-0.9658338,10,11.02,434.7244294,487.1206913,6314.91,1729.946189,0.0060687,0.2017266,9.17e-05,-0.230109,-0.2983317,-0.84,28.3,24.3,32.6
2134,9.57,-1.374347,0.4469651,-0.4052999,11,6.31,524.7199602,1027.497097,3899.18,1345.681547,0.0210642,0.4204546,0.00114,0.8881101,0.816053,0.1,26.9,23.1,31.1
585,12.97,0.5458289,0.2750474,0.6742122,41,9.86,135.7206249,254.7992207,3098.23,211.1949386,0.0213117,0.6447966,0.00713,1.270779,0.8789045,1.11,28.5,24.5,32.7
2292,12.56,-0.1804017,-1.602658,-0.697172,38,11.31,314.5564006,862.0899042,6367.1,1008.217921,0.0125293,0.2010676,0.000156,-0.0835709,-1.523968,-1.23,31.8,27.7,36.4
59,11.91,-0.3029731,-2.133904,0.1764608,19,10.11,16.3324874,135.0744983,636.18,18.1514666,0.0049272,0.1635805,6.76e-05,-0.3331351,-1.002564,-1.14,24.9,20.8,29.4
1229,10.7,-0.2676947,-1.42031,-0.3611782,9,5.44,33.9030218,306.5549154,1844.59,356.4344736,0.0072376,0.1735206,0.00017,-0.6527376,0.869839,-0.81,31.7,27.1,36.3
2318,11.22,-0.7112985,-0.4054991,-0.6332307,11,10.8,489.3256697,499.2403407,7246.01,1754.973501,0.0064952,0.25012,0.000128,0.0497638,-1.537133,-0.85,27.8,23.6,32.3
1279,7.84,0.9034631,-0.0755455,0.0303708,34,13.75,7.2085526,141.5334949,1841.08,386.2634455,0.0007825,0.029416,1.58e-05,-1.621329,0.9953752,-0.15,28.9,24.9,33.6
541,10.44,0.5500551,0.8153829,0.3753905,42,10.33,88.8250259,475.3717024,2834.88,239.1841151,0.0063863,0.3906392,6.41e-05,0.1833492,0.3486521,0.73,27.6,23.6,32.2
1949,8.21,1.090756,0.815409,-1.29458,49,16.76,304.8355065,470.7808311,5533.15,55.248659,0.0036285,0.3065705,5.07e-05,-0.7914602,-1.475736,-0.41,25.5,21.7,29.5
1301,9.6,0.7817839,1.543386,-0.3917656,46,28.28,178.7437083,229.1981518,4896.98,403.1355073,0.012351,0.5931088,0.000821,0.277541,1.02452,0.96,25.3,21.8,28.9
2539,7.5,0.8204775,1.10924,0.8819464,44,9.32,346.4096343,263.6209834,9089.14,274.4976338,0.0222955,0.4157464,8.52e-05,0.6689419,0.9114601,1.38,25.3,22.1,29.1
2156,10.87,-0.5203314,0.4593061,0.4724993,24,9.72,727.4528538,2940.354787,10058.89,976.8786739,0.0237832,0.3675417,0.00136,0.8106893,0.6299072,0.6,27.2,22.9,31.5
790,9.11,0.7972065,0.3757833,1.319931,45,11.99,177.7197099,312.2643573,3970.91,266.4764919,0.009477,0.525361,0.000195,-0.2036092,-1.383806,0.52,28.4,24.3,32.4
1389,5.83,0.1439312,-1.870512,-0.9305987,38,7.13,22.3574023,74.4635954,506.32,104.223889,0.0001281,0.0253641,1.9e-06,-2.195711,0.7948046,-1.63,22.9,18.9,26.7
240,6.28,0.8186725,1.461252,0.9804134,40,13.1,17.4669297,235.2769176,2461.16,132.0280276,0.0203115,0.4141994,5.28e-05,-0.2066095,0.9703683,1.25,20.2,17.7,23.1
1996,12.39,0.1427006,0.0377699,-1.000857,5,13.73,442.0589473,1596.166049,6925.97,1020.611826,0.0253102,0.3122864,0.256,0.9459223,0.0316516,0.03,30.4,26.2,34.8
2271,7.06,0.3618523,0.7905501,0.3597957,42,7.13,58.4299627,398.6977348,4573.66,609.0431366,0.0074343,0.1151095,0.0005,0.0277705,0.9395174,0.72,25.5,23.2,28.0
1810,10.93,0.7869591,2.3415,0.8798149,43,18.36,719.4837921,1517.074169,6858.52,1453.60051,0.0675399,0.9660816,0.00242,1.680206,-1.538308,1.73,22.1,19.6,24.8
166,7.73,0.9527405,-0.7853023,-0.6262136,35,13.96,3.9186216,105.998361,759.76,62.7038093,0.0056926,0.2337016,0.000108,-0.2504742,0.0415004,-0.34,25.4,21.8,30.0
1719,9.14,-0.4443067,-0.5864274,-0.125183,17,9.33,101.5806645,541.690776,4881.3,1433.039548,0.0063096,0.1864017,0.000127,-0.5062996,-0.4088528,-0.65,30.2,26.0,34.7
276,9.51,-1.979777,-0.0698434,-0.963128,11,16.7,60.199075,389.7702126,4009.01,141.3764019,0.0150319,0.2529833,0.000272,0.0910354,-1.542991,-1.19,28.7,24.8,33.3
681,11.85,0.8259149,0.7177669,-0.2235267,42,11.13,63.554433,418.4181292,5115.89,235.1253282,0.0281721,0.5144156,0.000679,0.759216,0.939716,0.86,32.9,28.5,37.3
1579,4.47,0.6227004,-0.1731994,0.5406213,34,3.65,28.2718739,132.6965392,2731.52,4.6419408,0.0051791,0.1131249,0.000172,-0.7706851,-1.481866,-0.24,23.6,19.9,27.7
2027,11.89,-0.2305067,-0.9252979,-0.8411707,10,9.61,77.3972132,374.6741959,20406.51,376.482169,0.0043307,0.2477851,6.23e-05,-0.4348674,-0.0377055,-0.88,31.3,27.1,36.4
109,11.25,0.3546862,-0.0755796,0.0422379,21,6.3,61.7163699,294.9553715,1629.79,476.5036484,0.0210555,0.3708894,9.8e-06,0.1682212,0.0768003,0.16,31.3,27.3,35.7
